venta,hora_id,cliente_id,empleado_id,tienda_id,promocion_id,precio_de_venta_por_unidad,unidades_vendidas,ganancia_por_unidad
6023,11139,40,23,33,1,19.46,19260.804470709147,0.1049669256391392
6024,10939,49,22,37,11,0.04,1481413.5,0.9999993249690246
6025,11016,69,26,41,1,17.59,21463.442865264355,0.10496748493862774
6026,10710,64,26,30,1,19.51,8765.908764736032,0.10496040062008077
6027,11498,55,32,41,1,17.4,11067.901724137933,0.10496289129344673
6028,11338,52,20,33,1,16.89,13479.070159857903,0.10496458788518455
6029,11800,59,22,23,1,19.59,559.7993874425728,0.10478485784395526
6030,11058,42,20,29,11,0.05,1189121.0,0.9999991590426879
6031,11530,48,29,40,1,18.65,3656.908847184987,0.10494367046986607
6032,11392,56,25,35,11,0.056,173679.57142857142,0.9999942422704537
6033,11348,51,18,35,11,0.053,3676048.169811321,0.9999997279687443
6034,11685,40,28,30,1,15.98,28317.419274092616,0.10496866870111571
6035,10768,52,25,31,11,0.042,2767977.1904761903,0.9999996387253466
6036,11091,53,25,40,1,18.77,9883.484283431007,0.10496175470182684
6037,12534,42,38,40,1,19.59,16766.921898928027,0.10496611500803739
6038,11233,48,24,36,1,16.51,16488.389763779523,0.1049660092486935
6039,11054,65,28,25,1,16.67,21810.739952009597,0.10496756281511972
6040,11095,46,22,30,1,17.66,10106.201302378257,0.10496198876355674
6041,10930,54,21,38,11,0.044,5269012.363636364,0.9999998102111115
6042,11960,50,22,28,11,0.059,4082373.8813559324,0.9999997550444841
6043,11247,73,32,36,11,0.053,2335529.3018867923,0.9999995718315333
6044,11396,77,18,28,1,19.56,9987.693507157464,0.10496186551870314
6045,11818,27,19,26,11,0.042,872334.3333333333,0.9999988536505308
6046,11234,55,21,34,11,0.054,2110501.0,0.9999995261788551
6047,12094,43,24,34,11,0.055,1696255.5454545454,0.9999994104661867
6048,10410,43,19,40,11,0.048,5116876.0,0.9999998045682561
6049,10610,53,31,33,1,15.54,28049.943371943376,0.10496863335236843
6050,11254,28,17,35,1,17.46,3410.4034936998855,0.10494159564482004
6051,11830,71,23,34,11,0.045,3562545.4444444445,0.9999997193018263
6052,10788,56,23,37,11,0.05,4239561.0,0.9999997641265216
6053,11370,58,24,28,1,19.33,18869.24340403518,0.10496681254356242
6054,11540,51,15,34,11,0.058,2918785.4827586208,0.9999996573917453
6055,11409,38,21,36,11,0.042,4180512.9047619044,0.9999997607949018
6056,11494,42,31,38,1,18.51,15817.622906537004,0.10496573927144975
6057,11757,72,18,31,1,18.59,8475.431683700916,0.10495999020045123
6058,10823,54,26,35,11,0.052,3075029.8461538465,0.9999996747999044
6059,11753,51,25,40,2,17.03,30263.068702290075,0.0988978308551557
6060,10901,54,27,37,11,0.043,2019582.3953488374,0.9999995048481298
6061,12272,52,19,34,1,16.94,13156.409090909092,0.10496439688917603
6062,11075,39,16,36,11,0.047,1931852.0638297873,0.99999948236202
6063,11266,44,27,34,11,0.053,322425.5283018868,0.9999968985086098
6064,11510,52,19,30,11,0.049,4883154.0612244895,0.9999997952143251
6065,10852,68,31,35,11,0.056,1290456.357142857,0.9999992250803412
6066,12501,58,21,34,11,0.055,1276619.1818181819,0.9999992166810477
6067,10849,65,31,32,11,0.042,2200512.904761905,0.9999995455604929
6068,11842,44,22,32,1,19.72,3422.46906693712,0.10494170415680054
6069,11419,37,23,36,11,0.04,3679913.5,0.999999728254482
6070,11672,37,14,35,11,0.051,20324.529411764706,0.9999507983688212
6071,11566,61,19,45,1,15.64,17234.306265984655,0.10496628479410917
6072,11676,47,22,30,11,0.051,3651157.8627450983,0.99999972611428
6073,11059,54,23,32,1,15.41,27872.59214795587,0.1049686095401495
6074,11965,40,21,25,11,0.053,499850.0566037736,0.9999979994000465
6075,11073,60,35,30,11,0.059,1863560.3220338984,0.999999463392739
6076,11691,55,27,41,1,19.49,14368.583119548488,0.10496507000327467
6077,11261,42,11,19,11,0.047,1729564.829787234,0.9999994218198804
6078,10974,56,17,33,1,17.66,6003.312570781427,0.10495488994845238
6079,11901,45,37,31,11,0.042,1075346.238095238,0.9999990700669565
6080,10526,57,24,24,1,18.55,7102.493530997304,0.10495759603959749
6081,11681,35,31,28,1,19.18,1116.39598540146,0.10487834778557827
6082,11888,53,20,30,11,0.051,2227491.1960784313,0.9999995510644434
6083,11364,43,24,15,11,0.052,3784260.6153846155,0.9999997357475867
6084,10863,63,22,32,1,17.13,18710.62025685931,0.10496676538083449
6085,11111,47,19,47,11,0.05,1091141.0,0.99999908352816
6086,11493,55,27,39,1,15.3,10388.448039215687,0.1049622709689694
6087,11621,59,24,38,11,0.047,1262171.2127659575,0.9999992077144607
6088,11267,64,23,26,11,0.055,2829201.0,0.9999996465433173
6089,11461,65,28,32,1,17.62,15282.967650397275,0.10496550710473541
6090,11598,26,18,38,11,0.059,2968162.0169491526,0.9999996630911674
6091,11597,64,21,34,11,0.051,698814.7254901961,0.9999985690055411
6092,11183,55,15,30,1,19.58,19203.17722165475,0.10496690928395644
6093,11598,47,17,31,1,16.04,13681.28241895262,0.10496470299060229
6094,11420,64,24,36,11,0.045,1700212.1111111112,0.9999994118380916
6095,12378,52,23,30,11,0.06,3962384.3333333335,0.9999997476267025
6096,11669,48,16,31,1,18.84,5531.203290870489,0.10495339747372247
6097,11607,48,27,41,11,0.059,1371509.4745762714,0.9999992708763457
6098,11596,46,26,29,11,0.049,3285888.7551020407,0.9999996956683337
6099,11313,46,26,36,11,0.041,4913391.243902439,0.9999997964745834
6100,11838,47,27,33,11,0.053,932180.2452830189,0.9999989272460932
6101,11782,54,24,33,11,0.053,1835972.6981132077,0.9999994553295912
6102,11494,43,23,36,11,0.045,4278678.777777778,0.9999997662829925
6103,11404,52,27,51,12,0.054,6896712.111111111,0.9607841744150045
6104,11176,43,26,35,11,0.057,607641.3508771929,0.9999983542923823
6105,11575,55,20,45,11,0.054,3144658.4074074076,0.9999996820004368
6106,11264,44,23,41,11,0.055,3122664.6363636362,0.9999996797606799
6107,11172,48,27,36,11,0.049,2124092.836734694,0.9999995292107846
6108,11141,46,25,30,11,0.047,2441160.574468085,0.9999995903587784
6109,11363,62,26,40,11,0.059,1398238.2881355933,0.9999992848143207
6110,10241,55,26,27,11,0.057,812957.1403508772,0.9999987699228527
6111,11675,58,20,30,1,19.47,9388.690035952748,0.10496119496408586
6112,11063,30,18,36,11,0.041,2608964.4146341463,0.9999996167061558
6113,11521,54,26,35,11,0.044,2685410.0909090913,0.9999996276173969
6114,11574,52,18,37,11,0.041,1472586.3658536584,0.9999993209226818
6115,11425,39,28,26,1,16.8,1593.961607142857,0.10490651941450911
6116,12095,50,26,39,1,17.31,13013.969381860197,0.1049643095600821
6117,11786,41,19,44,1,15.12,25959.895502645504,0.1049683320543119
6118,11350,37,29,29,12,0.055,5364190.2727272725,0.9607841346147085
6119,11522,56,24,37,2,19.57,27528.8487480838,0.0988975062663394
6120,11036,61,25,42,12,0.059,5186899.813559322,0.9607841284926251
6121,10485,50,27,47,11,0.047,2560511.638297872,0.9999996094530542
6122,10943,26,24,32,11,0.045,546012.1111111111,0.9999981685387931
6123,11776,52,17,37,11,0.05,3096981.0,0.9999996771048967
6124,11099,60,25,41,11,0.04,3879876.0,0.9999997422598041
6125,11145,50,15,21,1,19.82,1796.9820887991928,0.10491395976295609
6126,11627,67,25,32,11,0.042,2969072.428571428,0.9999996631944743
6127,10947,30,21,26,11,0.051,648726.4901960784,0.9999984585183199
6128,10785,25,26,42,11,0.047,104032.91489361702,0.9999903876575887
6129,11779,39,23,28,1,18.88,3976.097457627119,0.10494597483479137
6130,11518,35,23,38,11,0.052,1344164.4615384615,0.9999992560434169
6131,12222,33,25,23,1,19.64,20336.543533604887,0.1049672139296862
6132,10871,44,25,24,1,16.4,5444.906097560976,0.10495309668490777
6133,11723,52,20,37,1,17.6,8721.034943181818,0.10496033900271753
6134,11417,40,20,33,11,0.047,4006649.936170213,0.9999997504149312
6135,11421,59,17,25,11,0.04,3398951.0,0.999999705791581
6136,11258,54,33,29,11,0.057,308501.0,0.9999967585194214
6137,11563,56,24,27,11,0.046,3470229.2608695654,0.9999997118346009
6138,11892,54,25,39,11,0.05,2693881.0,0.999999628788354
6139,11306,41,23,38,1,19.17,6116.430099113198,0.1049552133305399
6140,11476,62,29,33,11,0.047,4513160.574468086,0.9999997784257876
6141,10990,55,16,39,1,15.74,12419.393900889454,0.10496392339603296
6142,11905,59,24,32,1,15.58,9515.698331193838,0.1049613441959095
6143,11086,53,24,32,11,0.053,1187736.8490566039,0.9999991580626628
6144,11849,46,20,33,11,0.044,4085273.7272727275,0.9999997552183607
6145,11471,65,22,33,1,19.3,15371.65129533679,0.10496554673165766
6146,11275,60,20,41,11,0.04,1956188.5,0.9999994888018204
6147,10948,44,20,31,1,20.0,8714.928249999999,0.10496033056841289
6148,11267,62,21,39,11,0.06,2179701.0,0.9999995412214795
6149,11304,51,31,26,1,18.34,7152.572519083969,0.10495769951984392
6150,11827,48,29,33,11,0.045,366256.55555555556,0.9999972696734438
6151,11609,60,23,30,11,0.046,1354522.7391304348,0.9999992617325859
6152,12143,40,21,30,1,16.85,20314.087537091986,0.10496720822367137
6153,11351,52,22,31,11,0.05,761491.0,0.9999986867868432
6154,11667,52,23,31,1,16.46,10868.257594167679,0.10496271707009924
6155,12197,33,22,33,1,19.76,14948.01847165992,0.10496535319622897
6156,11232,45,16,30,1,17.44,22451.278956422015,0.10496770012731826
6157,11687,49,21,32,1,19.36,15143.996642561984,0.10496544407419442
6158,11570,59,26,42,11,0.045,2717189.888888889,0.9999996319727215
6159,11756,42,32,39,12,0.053,5458617.6037735855,0.9607841377131032
6160,11113,67,28,41,1,19.53,14158.202764976957,0.10496496144619881
6161,11236,66,19,34,1,18.34,1444.7562704471102,0.10489971819270456
6162,10999,55,32,36,1,15.18,7339.01185770751,0.10495807235144902
6163,11431,37,21,39,2,19.05,30114.643569553806,0.09889781474803654
6164,11090,54,21,33,1,18.53,3677.409875876956,0.10494383049732395
6165,10776,49,26,36,11,0.053,1283887.7924528301,0.9999992211157347
6166,12025,50,31,35,11,0.049,1440194.8775510204,0.9999993056495231
6167,11283,29,24,35,11,0.059,3323017.9491525427,0.9999996990687335
6168,11508,64,25,47,11,0.047,2620958.4468085105,0.9999996184601854
6169,10821,40,18,26,11,0.049,4142878.551020408,0.999999758621937
6170,11467,53,31,33,11,0.05,3864571.0,0.9999997412390664
6171,11266,46,27,46,11,0.043,2271954.488372093,0.9999995598503381
6172,11094,53,21,44,1,15.57,3795.199421965318,0.10494471643900607
6173,11441,52,28,31,11,0.048,4222813.5,0.9999997631910573
6174,11805,42,21,37,1,15.21,2557.967126890204,0.10493133826890395
6175,11808,45,25,18,1,19.12,10976.065638075313,0.10496281193806178
6176,10994,22,26,36,1,17.0,25685.21941176471,0.1049682888119244
6177,10625,38,21,18,1,15.79,8451.029132362255,0.10495995443704838
6178,11256,50,21,31,1,18.29,9300.382176052488,0.10496108880220859
6179,11030,59,30,34,1,18.68,15087.127141327624,0.10496541794612084
6180,11186,52,28,40,1,19.75,10320.795189873417,0.10496220473248297
6181,10748,54,20,29,11,0.051,3923579.4313725494,0.9999997451306856
6182,11660,58,20,33,1,15.69,3357.402166985341,0.10494110973840133
6183,11104,57,20,39,11,0.042,2074477.1904761903,0.9999995179508337
6184,11546,47,19,27,11,0.047,202213.7659574468,0.9999950547382604
6185,11976,35,30,40,1,18.19,11010.208081363387,0.1049628415950743
6186,11567,51,24,33,1,17.04,997.2435446009391,0.10486711316345583
6187,11439,42,33,35,1,17.73,5175.935984207557,0.10495209484169252
6188,11773,54,24,30,11,0.06,1624659.3333333335,0.9999993844863477
6189,11925,56,16,42,1,16.53,20976.57864488808,0.10496737142478023
6190,11713,46,22,31,2,19.08,25603.382599580716,0.09889723608732745
6191,11181,60,22,31,1,16.45,4621.836474164134,0.10494966342541241
6192,11212,38,20,36,11,0.046,761153.1739130435,0.9999986862039938
6193,11520,51,31,29,11,0.057,1703281.7017543858,0.9999994128980549
6194,11953,31,24,36,1,15.42,26478.647211413747,0.10496841127449341
6195,10923,50,22,27,11,0.058,640544.1034482758,0.9999984388272491
6196,11995,50,22,36,1,16.8,16912.756547619047,0.10496616899240363
6197,11288,63,26,32,11,0.052,2296606.7692307695,0.999999564575001
6198,11364,46,25,35,1,16.18,4381.07694684796,0.1049484152861309
6199,10892,58,21,35,1,17.57,18402.117245304496,0.1049666713265777
6200,11392,43,21,25,1,18.28,8527.506017505471,0.10496006583407112
6201,11322,50,24,30,11,0.056,541474.2142857143,0.9999981531899883
6202,11346,65,13,32,1,16.69,8708.24955062912,0.10496032133053453
6203,11339,42,31,33,11,0.041,4907879.048780488,0.9999997962459974
6204,11476,48,32,35,1,17.15,13819.373760932947,0.1049647796607509
6205,11224,53,29,32,1,16.1,18789.924223602484,0.10496678905947279
6206,11566,50,30,28,11,0.045,1631423.2222222222,0.9999993870382704
6207,11176,28,24,33,11,0.051,2208020.6078431373,0.9999995471056763
6208,11857,37,33,40,1,16.86,17031.80100830368,0.10496621237437127
6209,10826,51,24,42,11,0.057,1769711.5263157894,0.9999994349361547
6210,11620,49,28,34,11,0.054,4559454.703703703,0.999999780675527
6211,12049,59,24,36,11,0.052,3204952.923076923,0.9999996879829364
6212,11391,57,26,36,11,0.05,1422781.0,0.9999992971511428
6213,11905,45,31,52,11,0.046,5127968.391304348,0.9999998049909976
6214,11379,54,27,35,1,15.77,15889.976537729868,0.1049657694898093
6215,11882,56,35,34,1,15.29,2022.4231523871813,0.1049204714313202
6216,12058,51,34,36,2,16.91,46297.88231815494,0.09889896271054441
6217,10766,49,34,35,1,16.7,1450.4089820359281,0.10490000136240737
6218,11236,38,18,37,11,0.051,1904716.6862745099,0.9999994749875364
6219,12598,48,28,28,2,18.31,32333.03659202622,0.09889804007615309
6220,12303,68,30,33,11,0.057,2468404.50877193,0.999999594880014
6221,11540,59,31,39,11,0.043,3762477.744186047,0.999999734217697
6222,11329,47,22,44,2,16.83,29974.98336304219,0.09889779944642686
6223,12120,40,20,23,1,17.33,13298.964512406234,0.10496448241624094
6224,12582,49,19,34,1,15.18,10779.442687747036,0.10496263748996681
6225,12136,54,31,34,1,16.7,10941.745508982038,0.10496278194017693
6226,12072,64,27,34,1,16.12,7894.991625310174,0.10495907961878491
6227,11419,51,25,32,12,0.053,6174186.094339623,0.9607841581123778
6228,11346,39,30,26,12,0.053,5030891.188679246,0.9607841227485283
6229,11831,44,15,41,11,0.051,3379461.784313726,0.9999997040948932
6230,12323,50,22,29,1,19.43,18162.295934122492,0.10496659600415888
6231,11757,59,14,35,11,0.047,1488107.3829787234,0.9999993280054844
6232,11470,36,26,35,1,18.62,6135.65574650913,0.10495526710759273
6233,11579,44,24,30,1,19.04,3818.921218487395,0.1049448882485567
6234,12057,57,23,34,11,0.048,1903626.0,0.9999994746867295
6235,12065,46,30,29,1,18.76,21617.233742004264,0.1049675197327667
6236,12451,71,18,37,1,17.88,14273.427013422819,0.10496502129873031
6237,11839,50,28,32,11,0.048,2897667.6666666665,0.999999654894862
6238,11610,29,28,36,11,0.049,3121572.4285714286,0.9999996796486313
6239,12342,61,22,34,1,19.73,17165.359351241765,0.1049662603292254
6240,11952,48,24,32,2,16.25,29455.88,0.09889774129986949
6241,11789,44,25,36,1,17.45,6054.594269340974,0.10495503805062381
6242,12652,50,25,42,11,0.046,204131.4347826087,0.9999951011954574
6243,11090,50,22,35,11,0.06,3708726.0,0.9999997303656296
6244,11599,48,39,31,11,0.051,1664001.0,0.9999993990388227
6245,11870,51,24,29,1,17.07,19308.24985354423,0.10496693903133066
6246,11491,65,22,25,1,17.27,13625.363636363636,0.10496467150167803
6247,11773,61,22,28,11,0.058,1049319.9655172413,0.9999990470018365
6248,11943,49,26,25,11,0.054,3515704.703703704,0.9999997155620042
6249,10713,40,24,32,1,16.84,16038.255641330168,0.10496583056637239
6250,12074,61,21,27,11,0.053,2524802.886792453,0.999999603929477
6251,12065,54,23,36,11,0.053,3622944.3962264154,0.9999997239814111
6252,11756,47,32,30,1,19.47,17061.249357986646,0.10496622301248389
6253,11804,36,28,32,1,17.41,5938.132682366457,0.10495469801627716
6254,10928,58,19,34,11,0.049,2453409.163265306,0.9999995924039027
6255,11521,71,23,31,2,15.45,30932.282847896444,0.09889790155871754
6256,12320,42,22,33,11,0.056,1624099.2142857143,0.9999993842740694
6257,12038,43,23,29,1,18.87,2281.96449390567,0.10492637481023866
6258,11662,44,22,37,1,16.38,2780.6981074481077,0.10493462532302578
6259,12440,43,27,38,1,19.41,19443.34672849047,0.10496697680649811
6260,11856,40,22,36,1,15.12,27829.510582010582,0.1049686037099478
6261,11751,33,22,35,1,19.72,35.18990872210954,0.10198935074105295
6262,11966,47,27,24,11,0.045,3275823.2222222225,0.9999996947332221
6263,11186,45,24,38,1,15.13,12985.387309980171,0.10496429180576204
6264,12063,55,28,37,1,18.47,11303.847319978346,0.1049630892615965
6265,12592,34,22,21,11,0.043,1148314.9534883723,0.9999991291587756
6266,11837,49,16,36,1,18.09,21340.489773355446,0.10496745676059227
6267,11833,56,21,31,11,0.056,2226099.214285714,0.9999995507837236
6268,11688,55,21,34,1,16.53,21995.675438596492,0.10496760328086821
6269,11859,50,21,33,1,19.07,17199.037231253278,0.10496627230387282
6270,11701,47,27,39,1,19.93,9871.811841445058,0.10496174214355714
6271,11450,60,23,40,1,16.78,13698.428486293207,0.1049647125943777
6272,11638,52,16,31,11,0.047,4274309.510638298,0.9999997660440832
6273,11775,41,15,32,11,0.047,3834011.638297872,0.9999997391765872
6274,11493,48,34,36,2,19.81,32266.173144876324,0.09889803373751543
6275,12120,59,29,32,11,0.04,193676.0,0.9999948367376443
6276,11659,61,32,27,11,0.055,1959573.7272727273,0.9999994896849319
6277,10954,42,28,39,1,15.1,20622.71357615894,0.10496728555660073
6278,12086,42,29,28,11,0.059,1492551.8474576273,0.9999993300065243
6279,11974,44,31,34,12,0.04,6901754.5,0.9607841745167841
6280,11694,65,24,38,11,0.048,61230.166666666664,0.9999836681809893
6281,10977,67,24,26,11,0.055,2164182.8181818184,0.9999995379318274
6282,12443,44,25,37,11,0.051,644461.7843137255,0.9999984483176128
6283,11396,54,21,47,1,17.95,3695.971309192201,0.1049439738533344
6284,11675,43,22,37,11,0.047,1143458.4468085107,0.9999991254601313
6285,11631,61,32,24,1,15.23,8667.25147734734,0.10496026431066625
6286,12134,46,21,43,12,0.053,7590244.396226415,0.9607841871440176
6287,11401,74,26,30,2,19.9,23999.300502512564,0.0988969779018685
6288,11244,53,30,34,1,15.43,14136.830200907323,0.10496495023707969
6289,11108,54,23,36,2,16.9,28296.02307692308,0.09889760367144658
6290,11516,32,23,36,11,0.055,2828719.1818181816,0.9999996464831128
6291,12347,37,23,34,1,15.58,13325.411424903723,0.1049644980820039
6292,11782,62,30,40,11,0.044,3355557.8181818184,0.9999997019869559
6293,11806,42,30,36,1,16.35,16024.924464831805,0.10496582512146646
6294,12049,74,18,23,1,19.49,13320.705489994869,0.10496449529900465
6295,11606,41,22,38,2,18.39,31764.502990755842,0.09889798532809793
6296,11884,53,20,40,1,15.01,6000.77015323118,0.10495488254006036
6297,11628,56,27,39,2,16.56,39111.05253623189,0.09889857017603301
6298,12801,43,32,31,1,19.09,9446.184913567313,0.10496126301637457
6299,11421,64,28,35,11,0.048,2470928.0833333335,0.9999995952937656
6300,12660,43,16,17,11,0.042,4018965.2857142854,0.9999997511797368
6301,11783,42,24,26,11,0.06,1209301.0,0.9999991730760166
6302,11491,51,22,27,1,19.04,15497.081144957985,0.10496560200369802
6303,11850,39,27,24,2,17.66,25926.312570781425,0.09889728420131731
6304,12248,45,24,36,1,16.05,3458.2691588785046,0.10494202166931327
6305,12320,29,26,33,12,0.058,4736898.586206896,0.9607841108956648
6306,11553,48,31,40,1,19.22,16495.166493236215,0.10496601186422662
6307,11844,49,26,37,1,17.05,19895.978592375366,0.10496709963066411
6308,11920,43,19,28,1,18.58,296.7080193756728,0.10461858553720543
6309,11107,58,18,41,1,16.68,15488.761990407675,0.10496559836548933
6310,12630,64,22,20,1,18.95,19182.797361477573,0.10496690347642998
6311,11512,44,27,36,1,16.74,15488.501792114695,0.104965598251634
6312,11575,46,25,30,1,17.63,22741.85847986387,0.10496775986838794
6313,11354,53,20,35,11,0.045,584645.4444444445,0.9999982895616317
6314,11388,54,24,38,12,0.046,5686345.782608696,0.9607841447620907
6315,11622,40,21,33,11,0.059,993094.2203389831,0.9999989930461989
6316,12118,60,28,31,11,0.056,580822.4285714285,0.9999982783034008
6317,12076,24,30,34,1,18.5,22226.91945945946,0.10496765293197795
6318,11899,46,28,21,11,0.059,1594356.93220339,0.9999993727878747
6319,11670,56,23,41,1,19.11,16332.20094191523,0.10496594836485636
6320,11457,68,24,33,1,16.07,23381.19912881145,0.10496788608444543
6321,11556,51,20,32,1,16.39,22979.38621110433,0.10496780758009658
6322,12778,38,25,41,11,0.041,4019501.0,0.9999997512128993
6323,11485,43,33,36,11,0.051,4225353.941176471,0.9999997633334358
6324,11483,41,23,32,11,0.06,369692.6666666667,0.9999972950504834
6325,11952,49,30,37,11,0.048,3476230.1666666665,0.9999997123320516
6326,11844,43,20,34,1,15.37,1706.3685751463893,0.10491085769430872
6327,11088,49,24,25,1,19.41,12914.851107676457,0.10496424765453397
6328,11856,36,26,28,1,19.75,20055.89164556962,0.1049671416986444
6329,11564,42,19,28,1,18.36,14255.88371459695,0.10496501224841136
6330,11760,46,20,25,2,17.45,28337.669914040118,0.09889760880825778
6331,11773,51,27,43,11,0.041,3023598.56097561,0.9999996692682643
6332,12208,56,33,37,11,0.04,3003776.0,0.9999996670856948
6333,11908,46,23,22,2,15.5,38608.425161290324,0.09889853725559049
6334,11869,34,28,35,11,0.053,946085.9056603773,0.9999989430135319
6335,11449,43,32,45,11,0.056,2105152.7857142854,0.9999995249750959
6336,11405,37,28,29,1,19.32,2460.2859730848863,0.10492970895314753
6337,12570,44,34,31,1,18.87,22475.022787493377,0.10496770506683648
6338,11685,53,31,32,1,19.14,5470.576018808777,0.10495318714897525
6339,12019,47,30,26,11,0.05,2192211.0,0.99999954383953
6340,12046,54,20,22,11,0.053,2962453.8301886795,0.9999996624419967
6341,12478,69,22,26,1,16.53,20116.746521476103,0.10496715753191699
6342,12420,76,17,47,1,18.56,46.591325431034484,0.10271933019942525
6343,11688,34,22,42,1,16.91,20243.72531046718,0.10496719026282303
6344,11859,45,24,39,11,0.04,3162001.0,0.9999996837445655
6345,12457,58,30,30,1,19.67,13066.632689374681,0.10496434206953748
6346,11863,41,25,25,1,15.63,19807.41426743442,0.10496707603996816
6347,12060,76,15,29,2,18.11,29869.652125897297,0.09889778781135189
6348,11254,55,27,30,11,0.046,1302903.1739130435,0.9999992324832574
6349,12102,30,17,28,11,0.058,1345682.0344827585,0.9999992568824029
6350,11994,55,28,34,1,15.56,11183.217223650385,0.10496298909160039
6351,11870,36,34,36,1,18.8,8116.635638297873,0.104959442699604
6352,12015,51,30,35,11,0.048,2741511.4166666665,0.9999996352377036
6353,11216,61,23,33,2,15.78,35169.90494296578,0.09889828680652368
6354,11908,68,22,37,11,0.047,2367298.8723404254,0.99999957757763
6355,12062,55,23,30,11,0.046,731044.4782608696,0.9999986320941752
6356,11672,35,21,21,1,19.1,12889.147643979057,0.10496423144565142
6357,11740,39,26,30,1,16.55,25377.965558912387,0.10496823933162942
6358,11494,59,31,36,1,17.54,550.6043329532498,0.10478172630881379
6359,11125,53,28,39,11,0.054,751769.5185185185,0.9999986698050728
6360,11831,42,15,34,1,19.82,8868.538849646822,0.10496053920012488
6361,11981,54,30,38,11,0.06,2509467.666666667,0.9999996015091116
6362,11532,61,26,28,11,0.05,4912901.0,0.9999997964542742
6363,12481,55,21,33,1,15.26,6739.039318479686,0.10495679893393224
6364,12008,51,12,34,1,15.28,18064.101112565448,0.10496656458630553
6365,11872,32,21,23,11,0.047,2794575.4680851065,0.9999996421638953
6366,12007,48,16,40,11,0.046,1082870.5652173914,0.9999990765285971
6367,12405,44,23,41,1,19.76,1375.8580465587045,0.10489607975589764
6368,12044,35,28,26,11,0.059,1069484.0508474577,0.9999990649696934
6369,11813,41,22,25,11,0.058,2561095.8275862066,0.9999996095421385
6370,11900,53,23,36,1,15.42,9732.97795071336,0.10496159046369957
6371,11636,36,26,37,2,18.73,26626.58942872397,0.09889738452757142
6372,11826,57,26,36,2,15.3,34461.629411764705,0.09889822901071388
6373,11935,36,19,32,1,18.66,11364.715434083602,0.1049631389986466
6374,11460,62,22,36,11,0.058,2986475.1379310344,0.9999996651570986
6375,11525,45,22,31,2,18.19,29857.004398020894,0.0988977864087409
6376,11654,67,27,31,11,0.052,3053020.230769231,0.999999672455495
6377,12886,56,25,31,1,19.57,8052.817833418497,0.1049593402068973
6378,11390,55,27,38,1,18.13,4339.958356315499,0.10494818827518293
6379,12001,60,24,38,1,19.51,9946.629933367503,0.10496182212860794
6380,11546,53,28,37,11,0.046,1057544.4782608696,0.9999990544132936
6381,11223,51,26,20,11,0.046,4478696.652173913,0.9999997767207566
6382,11641,69,29,43,11,0.043,4211710.302325582,0.9999997625667655
6383,11379,55,17,34,1,15.54,1451.0382882882884,0.10490003275070196
6384,12406,47,27,33,12,0.046,7081107.086956522,0.9607841780427074
6385,12113,33,33,33,11,0.055,4022010.090909091,0.9999997513681027
6386,11910,52,19,43,11,0.052,1252347.153846154,0.999999201499363
6387,11550,60,25,38,1,19.96,13137.782314629258,0.10496438557681405
6388,11791,48,22,35,11,0.041,3994952.219512195,0.9999997496841151
6389,11608,50,18,33,1,19.02,5485.766298633019,0.10495324028272192
6390,11504,51,22,32,1,15.23,21029.02856204859,0.10496738390625683
6391,11932,37,24,36,1,16.25,21341.846769230768,0.10496745707335658
6392,10842,58,21,30,11,0.054,2280751.0,0.9999995615479287
6393,12464,54,23,27,1,15.82,7918.720290771175,0.10495911946083372
6394,12061,42,21,33,11,0.05,2526491.0,0.9999996041941175
6395,11480,46,29,33,11,0.043,688489.3720930233,0.9999985475447545
6396,11900,33,22,32,11,0.053,1305350.0566037737,0.9999992339219699
6397,11541,58,23,33,1,17.46,11791.553550973653,0.104963473354267
6398,12133,44,18,38,11,0.049,2647154.0612244895,0.9999996222358137
6399,11374,48,29,38,1,19.4,22608.50644329897,0.10496773264282598
6400,11443,56,17,41,1,15.27,12135.645383104125,0.10496372576945588
6401,11388,63,23,36,1,18.95,8330.86833773087,0.10495977527832957
6402,12903,29,28,34,11,0.053,3127397.2264150945,0.9999996802452878
6403,11674,61,13,35,1,17.21,4874.800987797792,0.10495084201652476
6404,11356,32,28,36,12,0.048,5458116.625,0.9607841376969478
6405,11209,37,12,28,11,0.044,3926785.0909090913,0.9999997453387499
6406,11139,28,23,30,1,19.32,11823.663302277433,0.10496349753051412
6407,11834,43,20,30,1,19.02,9008.224237644585,0.10496072274182212
6408,11351,45,34,28,11,0.052,693010.6153846154,0.9999985570206605
6409,12013,54,26,29,1,18.57,5930.528809908455,0.10495467535071304
6410,12262,49,24,29,1,19.49,14576.654181631608,0.10496517428661045
6411,12244,40,23,40,1,17.0,11391.915588235295,0.10496316105283435
6412,12329,48,30,36,11,0.044,885716.9090909092,0.999998870971086
6413,11436,40,20,39,11,0.055,3666337.3636363638,0.9999997272482315
6414,11695,35,19,34,1,19.61,22277.1527281999,0.10496766358143599
6415,11505,43,25,34,1,18.52,5071.052375809935,0.10495167537676531
6416,12235,56,22,29,1,16.46,4157.347205346294,0.10494712584485139
6417,11830,60,20,35,1,19.53,16460.044546850997,0.10496599828528591
6418,11801,35,23,29,1,15.44,11745.77817357513,0.10496343866028592
6419,12574,53,24,39,1,16.21,7063.405613818631,0.10495751425103737
6420,12283,58,23,39,1,16.49,9415.579442086113,0.10496122689447296
